datetime,weather_main,weather_desc,temp,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_angle,clouds,maximum_severity,total_impacting,total_delays_free_flow,total_delays_typical,Car_0.9,Car_0.7,Car_0.5,Car_0.3,Car_0.1,Taxi_0.9,Taxi_0.7,Taxi_0.5,Taxi_0.3,Taxi_0.1,Land vehicle_0.9,Land vehicle_0.7,Land vehicle_0.5,Land vehicle_0.3,Land vehicle_0.1,Van_0.9,Van_0.7,Van_0.5,Van_0.3,Van_0.1,Truck_0.9,Truck_0.7,Truck_0.5,Truck_0.3,Truck_0.1,Vehicle_0.9,Vehicle_0.7,Vehicle_0.5,Vehicle_0.3,Vehicle_0.1,Bus_0.9,Bus_0.7,Bus_0.5,Bus_0.3,Bus_0.1,Motorcycle_0.9,Motorcycle_0.7,Motorcycle_0.5,Motorcycle_0.3,Motorcycle_0.1,Ambulance_0.9,Ambulance_0.7,Ambulance_0.5,Ambulance_0.3,Ambulance_0.1
11/04/2022 19:11:28,Clear,clear sky,10.28,8.49,8.6,12.48,1021,43,10000,2.57,240,0,2,15,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 19:16:28,Clear,clear sky,10.28,8.49,8.6,12.48,1021,43,10000,2.57,240,0,2,15,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 19:21:28,Clear,clear sky,10.73,8.96,8.77,13.1,1020,42,10000,2.57,240,0,3,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 19:26:28,Clear,clear sky,10.73,8.96,8.77,13.1,1020,42,10000,2.57,240,0,3,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 19:31:28,Clear,clear sky,10.73,8.96,8.77,13.1,1020,42,10000,2.57,240,0,3,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 19:36:28,Clear,clear sky,11.15,9.39,9.1,13.66,1021,41,10000,2.57,240,0,3,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 19:41:29,Clear,clear sky,11.15,9.39,9.1,13.66,1021,41,10000,2.57,240,0,3,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 19:46:29,Clear,clear sky,11.15,9.39,9.1,13.66,1021,41,10000,2.57,240,0,2,15,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 19:51:29,Clear,clear sky,11.43,9.67,9.14,13.89,1021,40,10000,2.57,240,0,2,15,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 19:56:29,Clear,clear sky,11.43,9.67,9.14,13.89,1021,40,10000,2.57,240,0,2,15,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 20:01:29,Clear,clear sky,11.97,10.24,9.88,14.27,1020,39,10000,2.68,209,0,2,15,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 20:06:29,Clear,clear sky,11.97,10.24,9.88,14.27,1020,39,10000,2.68,209,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 20:11:29,Clear,clear sky,11.92,10.16,9.88,14.7,1020,38,10000,2.06,200,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 20:16:29,Clear,clear sky,11.92,10.16,9.88,14.7,1020,38,10000,2.06,200,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 20:21:29,Clear,clear sky,12.16,10.42,9.88,14.82,1020,38,10000,2.24,229,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 20:26:29,Clear,clear sky,12.16,10.42,9.88,14.82,1020,38,10000,2.24,229,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 20:31:29,Clear,clear sky,12.16,10.42,9.88,14.82,1020,38,10000,2.24,229,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 20:36:29,Clear,clear sky,12.6,10.88,10.44,15.38,1020,37,10000,2.68,294,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 20:41:29,Clear,clear sky,12.6,10.88,10.44,15.38,1020,37,10000,2.68,294,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 20:46:29,Clear,clear sky,12.6,10.88,10.44,15.38,1020,37,10000,2.68,294,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 20:51:29,Clear,clear sky,13.17,11.51,10.44,16.19,1020,37,10000,2.06,200,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 20:56:29,Clear,clear sky,13.17,11.51,10.44,16.19,1020,37,10000,2.06,200,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 21:01:29,Clear,clear sky,13.17,11.51,10.44,16.19,1020,37,10000,2.06,200,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 21:06:29,Clear,clear sky,13.22,11.54,10.44,16.5,1020,36,10000,3.09,0,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 21:11:29,Clear,clear sky,13.22,11.54,10.44,16.5,1020,36,10000,3.09,0,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 21:16:29,Clear,clear sky,13.22,11.54,10.44,16.5,1020,36,10000,3.09,0,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 21:21:29,Clear,clear sky,13.72,12.06,10.9,16.27,1020,35,10000,3.09,0,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 21:26:28,Clear,clear sky,13.83,12.16,10.93,16.9,1020,34,10000,3.09,0,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 21:31:28,Clear,clear sky,13.83,12.16,10.93,16.9,1020,34,10000,3.09,0,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 21:36:28,Clear,clear sky,13.95,12.31,10.9,16.92,1020,35,10000,3.09,0,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 21:41:28,Clear,clear sky,13.95,12.31,10.9,16.92,1020,35,10000,3.09,0,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 21:46:28,Clear,clear sky,13.95,12.31,10.9,16.92,1020,35,10000,3.09,0,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 21:51:28,Clear,clear sky,14.35,12.75,11.55,17.28,1020,35,10000,3.09,0,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 21:56:28,Clear,clear sky,14.35,12.75,11.55,17.28,1020,35,10000,3.09,0,0,2,16,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11/04/2022 21:59:55,Clear,clear sky,14.35,12.75,11.55,17.28,1020,35,10000,3.09,0,0,2,16,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 22:04:55,Clear,clear sky,14.39,12.77,11.55,17.38,1019,34,10000,3.09,230,0,3,15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 22:09:55,Clear,clear sky,14.39,12.77,11.55,17.38,1019,34,10000,3.09,230,0,3,15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 22:14:55,Clear,clear sky,14.39,12.77,11.55,17.38,1019,34,10000,3.09,230,0,3,15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 22:19:55,Clear,clear sky,14.53,12.93,11.57,17.55,1019,34,10000,3.09,230,0,3,15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 22:24:55,Clear,clear sky,14.53,12.93,11.57,17.55,1019,34,10000,3.09,230,0,3,15,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 22:29:55,Clear,clear sky,14.65,13.06,11.57,17.38,1019,34,10000,3.09,230,0,3,15,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 22:34:55,Clear,clear sky,14.65,13.06,11.57,17.38,1019,34,10000,3.09,230,0,3,14,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 22:39:55,Clear,clear sky,14.82,13.22,11.55,18.03,1019,33,10000,3.09,230,0,3,14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 22:44:55,Clear,clear sky,14.82,13.22,11.55,18.03,1019,33,10000,3.09,230,0,3,14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 22:49:55,Clear,clear sky,14.65,13.03,11.55,18.03,1019,33,10000,3.58,360,0,3,14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 22:54:55,Clear,clear sky,14.65,13.03,11.55,18.03,1019,33,10000,3.58,360,0,3,14,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 22:59:55,Clouds,overcast clouds,14.86,13.32,11.55,18.1,1019,35,10000,3.58,360,100,3,14,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 23:04:55,Clouds,overcast clouds,14.86,13.32,11.55,18.1,1019,35,10000,3.58,360,100,3,13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 23:09:55,Clouds,overcast clouds,14.86,13.32,11.55,18.1,1019,35,10000,3.58,360,100,3,13,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 23:14:55,Clear,clear sky,14.97,13.38,11.55,18.1,1018,33,10000,5.14,220,0,3,13,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 23:19:55,Clear,clear sky,14.97,13.38,11.55,18.1,1018,33,10000,5.14,220,0,3,13,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 23:24:55,Clear,clear sky,14.97,13.38,11.55,18.1,1018,33,10000,5.14,220,0,3,13,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 23:29:55,Clear,clear sky,15.05,13.5,11.56,18.04,1018,34,10000,5.14,220,0,3,13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 23:34:55,Clear,clear sky,15.05,13.5,11.56,18.04,1018,34,10000,5.14,220,0,3,13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 23:39:55,Clear,clear sky,15.05,13.5,11.56,18.04,1018,34,10000,5.14,220,0,3,13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 23:44:55,Clear,clear sky,14.96,13.4,11,18.04,1018,34,10000,5.14,220,0,3,14,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 23:49:55,Clear,clear sky,14.96,13.4,11,18.04,1018,34,10000,5.14,220,0,3,14,0.0,0.0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 23:54:55,Clear,clear sky,14.96,13.4,11,18.04,1018,34,10000,5.14,220,0,3,14,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2022 23:59:55,Clouds,overcast clouds,14.91,13.42,11,18.04,1017,37,10000,4.92,220,100,3,14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 00:04:55,Clouds,overcast clouds,14.91,13.42,11,18.04,1017,37,10000,4.92,220,100,3,13,0.0,0.0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 00:09:55,Clouds,overcast clouds,14.91,13.42,11,18.04,1017,37,10000,4.92,220,100,3,13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 00:14:55,Clear,clear sky,14.83,13.31,11.02,18.58,1017,36,10000,6.17,190,0,3,13,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 00:19:55,Clear,clear sky,14.83,13.31,11.02,18.58,1017,36,10000,6.17,190,0,3,13,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 00:24:55,Clear,clear sky,14.73,13.22,11.02,18.08,1017,37,10000,6.17,190,0,3,13,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 00:29:55,Clear,clear sky,14.73,13.22,11.02,18.08,1017,37,10000,6.17,190,0,3,13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 00:34:55,Clear,clear sky,14.61,13.12,10.47,18.21,1017,38,10000,6.17,190,0,3,13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 00:39:55,Clear,clear sky,14.61,13.12,10.47,18.21,1017,38,10000,6.17,190,0,3,13,0.0,0.0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 00:44:55,Clear,clear sky,14.61,13.12,10.47,18.21,1017,38,10000,6.17,190,0,3,13,0.0,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 00:49:55,Clear,clear sky,14.25,12.77,10.46,17.89,1017,40,10000,6.17,190,0,3,13,0.0,0.0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 00:54:55,Clear,clear sky,14.25,12.77,10.46,17.89,1017,40,10000,6.17,190,0,3,13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 00:59:55,Clouds,overcast clouds,13.9,12.49,9.9,17.79,1017,44,10000,5.81,190,100,3,13,0.0,0.0,0,0,0,0,2,0,1,1,5,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 01:04:55,Clouds,overcast clouds,13.9,12.49,9.9,17.79,1017,44,10000,5.81,190,100,3,14,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 01:09:55,Clouds,overcast clouds,13.9,12.49,9.9,17.79,1017,44,10000,5.81,190,100,3,14,0.0,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 01:14:55,Clear,clear sky,13.46,12.01,9.32,18.23,1018,44,10000,7.2,170,0,3,14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 01:19:55,Clear,clear sky,13.46,12.01,9.32,18.23,1018,44,10000,7.2,170,0,3,14,0.0,0.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 01:24:55,Clear,clear sky,13.46,12.01,9.32,18.23,1018,44,10000,7.2,170,0,3,14,0.0,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 01:29:55,Clear,clear sky,12.95,11.5,8.78,18.23,1018,46,10000,7.2,170,0,2,13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 01:34:55,Clear,clear sky,12.73,11.29,8.21,18.23,1018,47,10000,7.2,170,0,2,13,0.0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 01:39:55,Clear,clear sky,12.73,11.29,8.21,18.23,1018,47,10000,7.2,170,0,2,13,0.0,0.0,0,0,0,0,4,0,0,0,0,1,0,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 01:44:55,Clear,clear sky,12.73,11.29,8.21,18.23,1018,47,10000,7.2,170,0,2,13,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 01:49:55,Clear,clear sky,12.98,11.59,8.22,18.23,1017,48,10000,7.2,170,0,2,13,0.0,0.0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 01:54:55,Clear,clear sky,12.98,11.59,8.22,18.23,1017,48,10000,7.2,170,0,2,13,0.0,0.0,0,0,0,0,3,0,0,1,1,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 01:59:55,Clear,clear sky,12.98,11.59,8.22,18.23,1017,48,10000,7.2,170,0,2,13,0.0,0.0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 02:04:55,Clear,clear sky,12.6,11.25,8.22,18.23,1018,51,10000,8.23,180,0,2,12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 02:09:55,Clear,clear sky,12.6,11.25,8.22,18.23,1018,51,10000,8.23,180,0,2,12,0.0,0.0,0,0,0,1,4,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2022 02:14:55,Clear,clear sky,12.6,11.25,8.22,18.23,1018,51,10000,8.23,180,0,2,13,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
